timestamp,experiment_id,model,cycle,prompt,temperature,top_p,top_k,response,total_duration_ms,load_duration_ms,eval_duration_ms,prompt_eval_count,eval_count,tokens_per_second,response_chars,quality_score,notes
2026-06-02T17:06:32.965660,exp_b_temperature_temp=0.1,phi4-mini:latest,1,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,La Inteligencia Artificial (IA) es el conjunto general de sistemas capaces de realizar tareas que normalmente requieren inteligencia humana. El Aprendizaje Automático (Machine Learning o ML) es un subconjunto del IA donde los algoritmos aprenden a partir de datos sin ser explícitamente programados p,6172.34,1060.9,2126.16,25,105,49.38,557,8.48,
2026-06-02T17:06:35.157090,exp_b_temperature_temp=0.1,phi4-mini:latest,2,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La **Inteligencia Artificial (IA)** se refiere a sistemas que realizan tareas típicas del cerebro humano como el aprendizaje, razonamiento y percepción.

El **Machine Learning** es una rama de la IA donde los algoritmos aprenden automáticamente de datos sin ser explícitamente programados para cada t",2182.16,105.8,2003.23,25,99,49.42,513,8.78,
2026-06-02T17:06:38.073897,exp_b_temperature_temp=0.1,phi4-mini:latest,3,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La **Inteligencia Artificial (IA)** se refiere a sistemas capaces de realizar tareas que normalmente requieren inteligencia humana, como el razonamiento y aprender.

El **Machine Learning** es una subcampo de la IA donde los algoritmos aprenden de datos para mejorar su rendimiento en tareas específi",2909.23,102.8,2717.34,25,134,49.31,721,7.85,
2026-06-02T17:06:41.055305,exp_b_temperature_temp=0.1,phi4-mini:latest,4,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La **Inteligencia Artificial (IA)** se refiere a sistemas capaces de realizar tareas que normalmente requieren inteligencia humana, como el razonamiento y la toma de decisiones.

El **Machine Learning** es una subcampo de la IA donde los algoritmos aprenden con datos para mejorar su rendimiento en t",2974.02,101.56,2783.08,25,137,49.23,735,7.84,
2026-06-02T17:06:44.058876,exp_b_temperature_temp=0.1,phi4-mini:latest,5,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La **Inteligencia Artificial (IA)** se refiere a sistemas capaces de realizar tareas que normalmente requieren inteligencia humana, como el razonamiento y aprender del entorno.

El **Machine Learning** es una rama de la IA donde los algoritmos aprenden de datos para mejorar su rendimiento en tareas ",2994.99,102.06,2796.63,25,132,47.2,716,7.91,
2026-06-02T17:06:46.859743,exp_b_temperature_temp=0.1,phi4-mini:latest,6,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La Inteligencia Artificial (IA) es el campo general que busca crear máquinas capaces de realizar tareas que normalmente requieren inteligencia humana.

El Aprendizaje Automático (Machine Learning o ML) es una subrama de la IA donde los sistemas aprenden a partir del datos sin ser explícitamente prog",2791.58,201.8,2504.38,25,122,48.71,652,8.3,
2026-06-02T17:06:49.297616,exp_b_temperature_temp=0.1,phi4-mini:latest,7,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,La Inteligencia Artificial (IA) se refiere a sistemas que pueden realizar tareas típicas de seres humanos como el razonamiento y aprender del entorno. El Aprendizaje Automático es un subcampo de la IA donde los algoritmos aprenden de datos para tomar decisiones o ejecutar tareas sin ser explícitamen,2429.7,100.92,2250.42,25,110,48.88,562,7.96,
2026-06-02T17:06:52.440145,exp_b_temperature_temp=0.1,phi4-mini:latest,8,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,La **Inteligencia Artificial (IA)** se refiere al conjunto de tecnologías que permiten a las máquinas simular comportamientos inteligentes como los humanos. El **Machine Learning** es una rama del aprendizaje automático donde algoritmos aprenden y mejoran su rendimiento con la experiencia sin ser ex,3134.2,98.95,2937.2,25,139,47.32,783,8.16,
2026-06-02T17:06:55.148273,exp_b_temperature_temp=0.1,phi4-mini:latest,9,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La Inteligencia Artificial (IA) es el conjunto general de tecnologías que permiten a las máquinas simular comportamientos inteligentes como los humanos.

El Aprendizaje Automático (Machine Learning o ML), una rama de la IA, se refiere al proceso mediante el cual las máquinas aprenden y mejoran su re",2700.37,103.97,2512.78,25,120,47.76,619,8.23,
2026-06-02T17:06:57.659456,exp_b_temperature_temp=0.1,phi4-mini:latest,10,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,La Inteligencia Artificial (IA) es el conjunto general de tecnologías que permiten a las máquinas simular comportamientos inteligentes como los humanos. El Aprendizaje Automático (Machine Learning o ML) es un subconjunto del IA donde las máquinas aprenden y mejoran su rendimiento con la experiencia ,2503.05,104.16,2320.59,25,111,47.83,601,8.5,
2026-06-02T17:07:00.693267,exp_b_temperature_temp=0.1,phi4-mini:latest,11,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La **Inteligencia Artificial (IA)** se refiere a sistemas capaces de realizar tareas que normalmente requieren inteligencia humana, como el reconocimiento de voz o lenguaje natural.

El **Machine Learning** es una subcampo de la IA donde los algoritmos aprenden y mejoran su rendimiento con la experi",3026.28,106.91,2827.85,25,135,47.74,710,8.14,
2026-06-02T17:07:03.434068,exp_b_temperature_temp=0.1,phi4-mini:latest,12,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La Inteligencia Artificial (IA) se refiere al conjunto de tecnologías que permiten a las máquinas simular comportamientos inteligentes como los humanos. El Aprendizaje Automático (Machine Learning o ML), es una rama del campo de la IA donde los sistemas aprenden y mejoran su rendimiento con la exper",2733.73,101.31,2548.63,25,122,47.87,648,8.53,
2026-06-02T17:07:06.284927,exp_b_temperature_temp=0.1,phi4-mini:latest,13,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La **Inteligencia Artificial (IA)** se refiere a sistemas capaces de realizar tareas que normalmente requieren inteligencia humana, como el razonamiento y aprender.

El **Machine Learning** es una subrama de la IA donde los algoritmos aprenden de datos para tomar decisiones o realizar predicciones s",2839.87,105.1,2640.16,25,126,47.72,669,7.91,
2026-06-02T17:07:09.004592,exp_b_temperature_temp=0.1,phi4-mini:latest,14,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La **Inteligencia Artificial (IA)** se refiere a sistemas que realizan tareas típicas del intelecto humano como el razonamiento y el aprendizaje.

El **Machine Learning** es una subcampo de la IA donde los algoritmos aprenden de datos para mejorar su rendimiento con el tiempo, sin ser explícitamente",2711.42,102.54,2521.38,25,123,48.78,581,8.61,
2026-06-02T17:07:12.025964,exp_b_temperature_temp=0.1,phi4-mini:latest,15,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,"La **Inteligencia Artificial (IA)** se refiere a sistemas capaces de realizar tareas que normalmente requieren inteligencia humana, como el razonamiento y el aprendizaje.

El **Machine Learning** es una subrama de la IA donde los algoritmos aprenden de datos para mejorar su rendimiento en tareas esp",3014.35,102.59,2820.52,25,138,48.93,736,8.04,
2026-06-02T17:07:14.645714,exp_b_temperature_temp=0.1,phi4-mini:latest,16,"Explica en menos de 100 palabras la diferencia entre Inteligencia Artificial, Ma",0.1,0.75,40,La Inteligencia Artificial (IA) es el conjunto general de tecnologías que permiten a las máquinas simular comportamientos inteligentes como los humanos. El Aprendizaje Automático (Machine Learning o ML) es un subconjunto del IA donde las máquinas aprenden y mejoran su rendimiento con la experiencia ,2611.58,103.47,2427.34,25,119,49.02,649,8.1,
